type,title,cast,country,rating,listed_in,cast_list,combination
TV Show,monty python best bits (mostly),hugh bonneville  graham chapman  john cleese,united kingdom,TV-MA,"british tv shows, docuseries, tv comedies",Hugh Bonneville  Graham Chapman  John Cleese,"TV Show TV-MA british tv shows, docuseries, tv comedies united kingdom hugh bonneville  graham chapman  john cleese"
TV Show,monty python's almost the truth,graham chapman  eric idle  john cleese,united kingdom,TV-MA,"british tv shows, docuseries",Graham Chapman  Eric Idle  John Cleese,"TV Show TV-MA british tv shows, docuseries united kingdom graham chapman  eric idle  john cleese"
TV Show,monty python's fliegender zirkus,graham chapman  john cleese  eric idle,"united kingdom, west germany",TV-MA,"international tv shows, tv comedies",Graham Chapman  John Cleese  Eric Idle,"TV Show TV-MA international tv shows, tv comedies united kingdom, west germany graham chapman  john cleese  eric idle"
TV Show,monty python's flying circus,john cleese  graham chapman  terry jones,united kingdom,TV-14,"british tv shows, classic & cult tv, international tv shows",John Cleese  Graham Chapman  Terry Jones,"TV Show TV-14 british tv shows, classic & cult tv, international tv shows united kingdom john cleese  graham chapman  terry jones"
TV Show,monty python's personal best,john cleese  terry gilliam  terry jones,"united states, united kingdom",TV-MA,"british tv shows, tv comedies",John Cleese  Terry Gilliam  Terry Jones,"TV Show TV-MA british tv shows, tv comedies united states, united kingdom john cleese  terry gilliam  terry jones"
TV Show,hot date,emily axford  brian murphy,united states,TV-MA,"romantic tv shows, tv comedies",Emily Axford  Brian Murphy,"TV Show TV-MA romantic tv shows, tv comedies united states emily axford  brian murphy"
TV Show,strong,gabrielle reece,united states,TV-14,reality tv,Gabrielle Reece,TV Show TV-14 reality tv united states gabrielle reece
TV Show,three wives one husband,unknown,united kingdom,TV-14,"british tv shows, international tv shows, reality tv",unknown,"TV Show TV-14 british tv shows, international tv shows, reality tv united kingdom unknown"
TV Show,made in mexico,unknown,united states,TV-MA,"international tv shows, reality tv, spanish-language tv shows",unknown,"TV Show TV-MA international tv shows, reality tv, spanish-language tv shows united states unknown"
TV Show,reboot: the guardian code,ty wood  sydney scotia  ajay friese,canada,TV-Y7,kids' tv,Ty Wood  Sydney Scotia  Ajay Friese,TV Show TV-Y7 kids' tv canada ty wood  sydney scotia  ajay friese
TV Show,skylanders academy,justin long  ashley tisdale  jonathan banks,"south korea, united states",TV-Y7,"kids' tv, tv comedies",Justin Long  Ashley Tisdale  Jonathan Banks,"TV Show TV-Y7 kids' tv, tv comedies south korea, united states justin long  ashley tisdale  jonathan banks"
TV Show,battlefish,unknown,unknown,TV-MA,"reality tv, science & nature tv, tv action & adventure",unknown,"TV Show TV-MA reality tv, science & nature tv, tv action & adventure unknown unknown"
TV Show,dragon pilot: hisone & masotan,misaki kuno  tomoyo kurosawa  maki kawase,japan,TV-14,"anime series, international tv shows",Misaki Kuno  Tomoyo Kurosawa  Maki Kawase,"TV Show TV-14 anime series, international tv shows japan misaki kuno  tomoyo kurosawa  maki kawase"
TV Show,maniac,emma stone  jonah hill  justin theroux,united states,TV-MA,"tv comedies, tv dramas, tv mysteries",Emma Stone  Jonah Hill  Justin Theroux,"TV Show TV-MA tv comedies, tv dramas, tv mysteries united states emma stone  jonah hill  justin theroux"
TV Show,the good cop,tony danza  josh groban  monica barbaro,united states,TV-14,"crime tv shows, tv comedies, tv dramas",Tony Danza  Josh Groban  Monica Barbaro,"TV Show TV-14 crime tv shows, tv comedies, tv dramas united states tony danza  josh groban  monica barbaro"
TV Show,mobile suit gundam uc,kouki uchiyama  ayumi fujimura  hiro shimono,japan,TV-PG,"anime series, international tv shows",Kouki Uchiyama  Ayumi Fujimura  Hiro Shimono,"TV Show TV-PG anime series, international tv shows japan kouki uchiyama  ayumi fujimura  hiro shimono"
TV Show,transformers: rescue bots,lacey chabert  elan garfias  maurice lamarche,"canada, united states",TV-Y7,kids' tv,Lacey Chabert  Elan Garfias  Maurice LaMarche,"TV Show TV-Y7 kids' tv canada, united states lacey chabert  elan garfias  maurice lamarche"
TV Show,al hayba,taim hasan  nadine nassib njeim  abdo chahine,lebanon,TV-14,"crime tv shows, international tv shows, tv dramas",Taim Hasan  Nadine Nassib Njeim  Abdo Chahine,"TV Show TV-14 crime tv shows, international tv shows, tv dramas lebanon taim hasan  nadine nassib njeim  abdo chahine"
TV Show,american vandal,tyler alvarez  griffin gluck  jimmy tatro,united states,TV-MA,"crime tv shows, tv comedies, teen tv shows",Tyler Alvarez  Griffin Gluck  Jimmy Tatro,"TV Show TV-MA crime tv shows, tv comedies, teen tv shows united states tyler alvarez  griffin gluck  jimmy tatro"
TV Show,boca juniors confidential,unknown,unknown,TV-PG,"docuseries, international tv shows, spanish-language tv shows",unknown,"TV Show TV-PG docuseries, international tv shows, spanish-language tv shows unknown unknown"
TV Show,ingobernable,kate del castillo  eréndira ibarra  alberto guerra,mexico,TV-MA,"crime tv shows, international tv shows, spanish-language tv shows",Kate del Castillo  Eréndira Ibarra  Alberto Guerra,"TV Show TV-MA crime tv shows, international tv shows, spanish-language tv shows mexico kate del castillo  eréndira ibarra  alberto guerra"
TV Show,norm macdonald has a show,unknown,united states,TV-MA,"stand-up comedy & talk shows, tv comedies",unknown,"TV Show TV-MA stand-up comedy & talk shows, tv comedies united states unknown"
TV Show,super monsters monster party,elyse maloway  vincent tong  erin matthews,unknown,TV-Y,kids' tv,Elyse Maloway  Vincent Tong  Erin Matthews,TV Show TV-Y kids' tv unknown elyse maloway  vincent tong  erin matthews
TV Show,the rise of phoenixes,chen kun  ni ni  zhao lixin,china,TV-14,"international tv shows, romantic tv shows, tv action & adventure",Chen Kun  Ni Ni  Zhao Lixin,"TV Show TV-14 international tv shows, romantic tv shows, tv action & adventure china chen kun  ni ni  zhao lixin"
TV Show,life,lee dong-wook  cho seung-woo  won jin-ah,south korea,TV-MA,"international tv shows, korean tv shows, tv dramas",Lee Dong-wook  Cho Seung-woo  Won Jin-ah,"TV Show TV-MA international tv shows, korean tv shows, tv dramas south korea lee dong-wook  cho seung-woo  won jin-ah"
TV Show,daniel sloss: live shows,daniel sloss,united states,TV-MA,"stand-up comedy & talk shows, tv comedies",Daniel Sloss,"TV Show TV-MA stand-up comedy & talk shows, tv comedies united states daniel sloss"
TV Show,if i were an animal,zachary young  fleur delahunty,unknown,TV-G,"docuseries, kids' tv, science & nature tv",Zachary Young  Fleur Delahunty,"TV Show TV-G docuseries, kids' tv, science & nature tv unknown zachary young  fleur delahunty"
TV Show,show me the money,afdlin shauki  patrick teoh  mano maniam,unknown,TV-14,"international tv shows, tv comedies",Afdlin Shauki  Patrick Teoh  Mano Maniam,"TV Show TV-14 international tv shows, tv comedies unknown afdlin shauki  patrick teoh  mano maniam"
TV Show,transformers prime,peter cullen  sumalee montano  frank welker,united states,TV-Y7,kids' tv,Peter Cullen  Sumalee Montano  Frank Welker,TV Show TV-Y7 kids' tv united states peter cullen  sumalee montano  frank welker
TV Show,transformers: robots in disguise,will friedle  darren criss  constance zimmer,united states,TV-Y7,kids' tv,Will Friedle  Darren Criss  Constance Zimmer,TV Show TV-Y7 kids' tv united states will friedle  darren criss  constance zimmer
TV Show,first and last,unknown,unknown,TV-MA,docuseries,unknown,TV Show TV-MA docuseries unknown unknown
TV Show,marvel's iron fist,finn jones  jessica henwick  david wenham,united states,TV-MA,"crime tv shows, tv action & adventure, tv dramas",Finn Jones  Jessica Henwick  David Wenham,"TV Show TV-MA crime tv shows, tv action & adventure, tv dramas united states finn jones  jessica henwick  david wenham"
TV Show,stretch armstrong & the flex fighters,scott menville  steven yeun  ogie banks,united states,TV-Y7,kids' tv,Scott Menville  Steven Yeun  Ogie Banks,TV Show TV-Y7 kids' tv united states scott menville  steven yeun  ogie banks
TV Show,monkey twins,phakin khamwilaisak  sumret muengput  alisa kunkwaeng,thailand,TV-MA,"crime tv shows, international tv shows, tv action & adventure",Phakin Khamwilaisak  Sumret Muengput  Alisa Kunkwaeng,"TV Show TV-MA crime tv shows, international tv shows, tv action & adventure thailand phakin khamwilaisak  sumret muengput  alisa kunkwaeng"
TV Show,quantico,priyanka chopra  josh hopkins  jake mclaughlin,united states,TV-14,"crime tv shows, tv dramas, tv mysteries",Priyanka Chopra  Josh Hopkins  Jake McLaughlin,"TV Show TV-14 crime tv shows, tv dramas, tv mysteries united states priyanka chopra  josh hopkins  jake mclaughlin"
TV Show,age of rebellion,peter ho  jeanine yang  tammy chen,taiwan,TV-MA,"crime tv shows, international tv shows, tv dramas",Peter Ho  Jeanine Yang  Tammy Chen,"TV Show TV-MA crime tv shows, international tv shows, tv dramas taiwan peter ho  jeanine yang  tammy chen"
TV Show,sisters,lucy durack  antonia prebble  maria angelico,australia,TV-MA,"international tv shows, tv comedies, tv dramas",Lucy Durack  Antonia Prebble  Maria Angelico,"TV Show TV-MA international tv shows, tv comedies, tv dramas australia lucy durack  antonia prebble  maria angelico"
TV Show,cathedral of the sea,daniel grao  ginés garcía millán  óscar hernández,spain,TV-MA,"international tv shows, spanish-language tv shows, tv dramas",Daniel Grao  Ginés García Millán  Óscar Hernández,"TV Show TV-MA international tv shows, spanish-language tv shows, tv dramas spain daniel grao  ginés garcía millán  óscar hernández"
TV Show,inside the criminal mind,unknown,"united states, czech republic",TV-MA,"crime tv shows, docuseries, international tv shows",unknown,"TV Show TV-MA crime tv shows, docuseries, international tv shows united states, czech republic unknown"
TV Show,the comedy lineup,michelle buteau  ian karmel  taylor tomlinson,united states,TV-MA,"stand-up comedy & talk shows, tv comedies",Michelle Buteau  Ian Karmel  Taylor Tomlinson,"TV Show TV-MA stand-up comedy & talk shows, tv comedies united states michelle buteau  ian karmel  taylor tomlinson"
TV Show,ultimate beastmaster,tiki barber  chris distefano  francesco facchinetti,"united states, brazil, south korea, mexico, japan, germany",TV-PG,reality tv,Tiki Barber  Chris Distefano  Francesco Facchinetti,"TV Show TV-PG reality tv united states, brazil, south korea, mexico, japan, germany tiki barber  chris distefano  francesco facchinetti"
TV Show,ultimate beastmaster méxico,luis ernesto franco  inés sainz  tiki barber,unknown,TV-PG,"reality tv, spanish-language tv shows",Luis Ernesto Franco  Inés Sainz  Tiki Barber,"TV Show TV-PG reality tv, spanish-language tv shows unknown luis ernesto franco  inés sainz  tiki barber"
TV Show,undercover law,viña machado  juana del río  luna baxter,colombia,TV-MA,"crime tv shows, international tv shows, spanish-language tv shows",Viña Machado  Juana del Río  Luna Baxter,"TV Show TV-MA crime tv shows, international tv shows, spanish-language tv shows colombia viña machado  juana del río  luna baxter"
TV Show,chicken soup for the soul's being dad,unknown,united states,TV-MA,docuseries,unknown,TV Show TV-MA docuseries united states unknown
TV Show,ghoul,radhika apte  manav kaul  ratnabali bhattacharjee,india,TV-MA,"international tv shows, tv dramas, tv horror",Radhika Apte  Manav Kaul  Ratnabali Bhattacharjee,"TV Show TV-MA international tv shows, tv dramas, tv horror india radhika apte  manav kaul  ratnabali bhattacharjee"
TV Show,take my brother away,sun qian  joseph zeng  lv xiao yu,china,TV-14,"international tv shows, tv comedies, tv dramas",Sun Qian  Joseph Zeng  Lv Xiao Yu,"TV Show TV-14 international tv shows, tv comedies, tv dramas china sun qian  joseph zeng  lv xiao yu"
TV Show,the innocents,sorcha groundsell  percelle ascott  guy pearce,united kingdom,TV-MA,"british tv shows, international tv shows, romantic tv shows",Sorcha Groundsell  Percelle Ascott  Guy Pearce,"TV Show TV-MA british tv shows, international tv shows, romantic tv shows united kingdom sorcha groundsell  percelle ascott  guy pearce"
TV Show,stay here,genevieve gorder  peter lorimer,united states,TV-PG,reality tv,Genevieve Gorder  Peter Lorimer,TV Show TV-PG reality tv united states genevieve gorder  peter lorimer
TV Show,72 dangerous animals: asia,bob brisbane,australia,TV-14,"docuseries, international tv shows, science & nature tv",Bob Brisbane,"TV Show TV-14 docuseries, international tv shows, science & nature tv australia bob brisbane"
TV Show,afflicted,unknown,united states,TV-MA,"docuseries, reality tv, science & nature tv",unknown,"TV Show TV-MA docuseries, reality tv, science & nature tv united states unknown"
TV Show,all about the washingtons,joseph simmons  justine simmons  kiana ledé,united states,TV-PG,tv comedies,Joseph Simmons  Justine Simmons  Kiana Ledé,TV Show TV-PG tv comedies united states joseph simmons  justine simmons  kiana ledé
TV Show,the originals,joseph morgan  daniel gillies  phoebe tonkin,united states,TV-14,"tv dramas, tv horror, tv mysteries",Joseph Morgan  Daniel Gillies  Phoebe Tonkin,"TV Show TV-14 tv dramas, tv horror, tv mysteries united states joseph morgan  daniel gillies  phoebe tonkin"
TV Show,pretty man,sierra li  dylan xiong  yu yi jie,unknown,TV-14,"international tv shows, romantic tv shows, tv dramas",Sierra Li  Dylan Xiong  Yu Yi Jie,"TV Show TV-14 international tv shows, romantic tv shows, tv dramas unknown sierra li  dylan xiong  yu yi jie"
TV Show,on children,chuan-chen yeh  chung hsin-ling  frances wu,taiwan,TV-14,"international tv shows, tv dramas, tv mysteries",Chuan-Chen Yeh  Chung Hsin-ling  Frances Wu,"TV Show TV-14 international tv shows, tv dramas, tv mysteries taiwan chuan-chen yeh  chung hsin-ling  frances wu"
TV Show,cocaine coast,javier rey  tristán ulloa  antonio durán 'morris',spain,TV-MA,"crime tv shows, international tv shows, spanish-language tv shows",Javier Rey  Tristán Ulloa  Antonio Durán 'Morris',"TV Show TV-MA crime tv shows, international tv shows, spanish-language tv shows spain javier rey  tristán ulloa  antonio durán 'morris'"
TV Show,dinotrux supercharged,andrew francis  richard ian cox  brian drummond,unknown,TV-Y7,kids' tv,Andrew Francis  Richard Ian Cox  Brian Drummond,TV Show TV-Y7 kids' tv unknown andrew francis  richard ian cox  brian drummond
TV Show,becoming champions,unknown,mexico,TV-G,"docuseries, international tv shows",unknown,"TV Show TV-G docuseries, international tv shows mexico unknown"
TV Show,switched,daiki shigeoka  tomohiro kamiyama  kaya kiyohara,japan,TV-MA,"international tv shows, tv dramas, tv mysteries",Daiki Shigeoka  Tomohiro Kamiyama  Kaya Kiyohara,"TV Show TV-MA international tv shows, tv dramas, tv mysteries japan daiki shigeoka  tomohiro kamiyama  kaya kiyohara"
TV Show,the could’ve-gone-all-the-way committee,jiro sato  mai shiraishi  takayuki yamada,japan,TV-14,"international tv shows, romantic tv shows, tv dramas",Jiro Sato  Mai Shiraishi  Takayuki Yamada,"TV Show TV-14 international tv shows, romantic tv shows, tv dramas japan jiro sato  mai shiraishi  takayuki yamada"
TV Show,a very secret service,hugo becker  wilfred benaïche  christophe kourotchkine,france,TV-MA,"international tv shows, tv comedies",Hugo Becker  Wilfred Benaïche  Christophe Kourotchkine,"TV Show TV-MA international tv shows, tv comedies france hugo becker  wilfred benaïche  christophe kourotchkine"
TV Show,swordgai the animation,yuto uemura  yuuka aisaka  nobunaga shimazaki,japan,TV-MA,"anime series, international tv shows",Yuto Uemura  Yuuka Aisaka  Nobunaga Shimazaki,"TV Show TV-MA anime series, international tv shows japan yuto uemura  yuuka aisaka  nobunaga shimazaki"
