director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title
tony jaa,nirut sirichanya,petchtai wongkamlao,sarunyu wongkrachang,action,Ong-bak 2
neil marshall,michael fassbender,jj feild,dave legeno,action adventure drama history thriller war,Centurion
russell mulcahy,christopher heyerdahl,gina bellman,conrad dunn,action drama thriller,Silent Trigger
ryûhei kitamura,bradley cooper,brooke shields,leslie bibb,fantasy horror mystery,The Midnight Meat Train
darrell roodt,jennifer hudson,wendy crewson,aubrey poo,biography drama history,Winnie Mandela
dito montiel,channing tatum,al pacino,tracy morgan,crime drama thriller,The Son of No One
stefan ruzowitzky,eddie izzard,udo kier,edward fox,action comedy drama war,All the Queen's Men
jake paltrow,stephen graham,gael le cornec,keith allen,comedy drama fantasy music romance,The Good Night
juraj jakubisko,anna friel,hans matheson,franco nero,biography drama fantasy history,Bathory: Countess of Blood
anthony silverston,liam neeson,steve buscemi,loretta devine,adventure animation family,Khumba
gabe ibáñez,birgitte hjort sørensen,robert forster,melanie griffith,action sci-fi thriller,Automata
gerry lively,bruce payne,lucy gaskell,steven elder,action adventure fantasy,Dungeons & Dragons: Wrath of the Dragon God
daniele luchetti,maximilian dirr,rodrigo de la serna,ferdinando vetere,biography,Chiamatemi Francesco - Il Papa della gente
tung-shing yee,bingbing fan,daniel wu,yasuaki kurata,action crime drama thriller,Shinjuku Incident
julien temple,samantha morton,dexter fletcher,linus roache,biography drama,Pandaemonium
harold ramis,bill murray,chris elliott,willie garson,comedy fantasy romance,Groundhog Day
gregory jacobs,matt bomer,channing tatum,kevin nash,comedy drama music,Magic Mike XXL
baz luhrmann,leonardo dicaprio,harold perrineau,brian dennehy,drama romance,Romeo + Juliet
gilles paquet-brenner,kristin scott thomas,aidan quinn,arben bajraktaraj,drama war,Sarah's Key
peter cousens,sharon leal,david rasche,bart shatto,drama family music,Freedom
clint eastwood,clint eastwood,morgan freeman,frances fisher,drama western,Unforgiven
lars von trier,bryce dallas howard,jeremy davies,jean-marc barr,drama,Manderlay
danny boyle,anil kapoor,saurabh shukla,ayush mahesh khedekar,drama romance,Slumdog Millionaire
adrian lyne,fred gwynne,lois smith,anne archer,drama romance thriller,Fatal Attraction
garry marshall,julia roberts,hector elizondo,jason alexander,comedy romance,Pretty Woman
john blanchard,martin short,andrea martin,joe flaherty,comedy,Towering Inferno            
john cornell,paul hogan,linda kozlowski,john meillon,action adventure comedy,Crocodile Dundee II
vidhu vinod chopra,maría valverde,chris marquette,chad bishop,action crime drama mystery thriller,Broken Horses
oliver stone,tom cruise,tom berenger,stephen baldwin,biography drama war,Born on the Fourth of July
jon turteltaub,doug e. doug,leon,malik yoba,adventure comedy family sport,Cool Runnings
patrick lussier,jensen ackles,jaime king,edi gathegi,horror thriller,My Bloody Valentine
ole bornedal,kyra sedgwick,madison davenport,natasha calis,horror thriller,The Possession
ted kotcheff,sylvester stallone,brian dennehy,chris mulkey,action adventure drama,First Blood
sylvain white,chris brown,laz alonso,harry lennix,drama music romance,Stomp the Yard
lewis gilbert,caroline munro,desmond llewelyn,barbara bach,action adventure sci-fi thriller,The Spy Who Loved Me
unknown,amy bruni,steve gonsalves,jason hawes,documentary,Ghost Hunters            
jamie blanks,alicia witt,loretta devine,julian richings,horror mystery thriller,Urban Legend
stephen frears,keanu reeves,peter capaldi,swoosie kurtz,drama romance,Dangerous Liaisons
tyler perry,eddie cibrian,phylicia rashad,jamie kennedy,comedy drama romance,Good Deeds
randal kleiser,seymour cassel,klaus maria brandauer,susan hogan,adventure drama,White Fang
bruce mcculloch,will ferrell,elaine hendrix,molly shannon,comedy romance,Superstar
phyllida lloyd,meryl streep,jim broadbent,olivia colman,biography drama history,The Iron Lady
mike nawrocki,phil vischer,mike nawrocki,shelby vischer,adventure animation comedy drama family musical,Jonah: A VeggieTales Movie
john singleton,janet jackson,khandi alexander,maya angelou,drama romance,Poetic Justice
kevin bray,mike epps,roger guenveur smith,gino salvano,action comedy crime thriller,All About the Benjamins
wes craven,john witherspoon,w. earl brown,allen payne,comedy fantasy horror romance,Vampire in Brooklyn
john boorman,linda blair,richard burton,ned beatty,horror,Exorcist II: The Heretic
courtney solomon,sissy spacek,james d'arcy,vernon dobtcheff,horror mystery thriller,An American Haunting
david zucker,carmen electra,tyler labine,molly shannon,comedy romance,My Boss's Daughter
david twohy,chris hemsworth,milla jovovich,marley shelton,adventure mystery thriller,A Perfect Getaway
rick famuyiwa,america ferrera,lance gross,lupe ontiveros,comedy romance,Our Family Wedding
alan cohn,alyson hannigan,linda cardellini,poppy montgomery,comedy,Dead Man on Campus
franco zeffirelli,lily tomlin,joan plowright,paolo seganti,comedy drama war,Tea with Mussolini
tom holland,joe mantegna,bethany joy lenz,kari wuhrer,fantasy horror,Thinner
martin scorsese,robert de niro,liza minnelli,mary kay place,drama music musical romance,"New York, New York"
spike lee,alfre woodard,delroy lindo,isaiah washington,comedy drama,Crooklyn
chris rock,steve buscemi,eliza coupe,wendell pierce,comedy drama romance,I Think I Love My Wife
james isaac,peter mensah,kane hodder,lexa doig,action horror sci-fi thriller,Jason X
shawn levy,frankie muniz,donald faison,lee majors,adventure comedy family,Big Fat Liar
emilio estevez,anthony hopkins,nick cannon,brian geraghty,drama history,Bobby
mark waters,monica potter,ivana milicevic,china chow,comedy mystery romance,Head Over Heels
josh schwartz,thomas mcdonell,jackson nicoll,osric chau,adventure comedy,Fun Size
julian schnabel,emmanuelle seigner,mathieu amalric,isaach de bankolé,biography drama,The Diving Bell and the Butterfly
todd field,kate winslet,noah emmerich,jane adams,drama romance,Little Children
davis guggenheim,norman reedus,sharon lawrence,noam jenkins,drama mystery thriller,Gossip
tony goldwyn,viggo mortensen,julie kavner,tovah feldshuh,drama,A Walk on the Moon
phillip noyce,derek luke,terry pheto,bonnie henna,biography drama history,Catch a Fire
stephen carpenter,melissa sagemiller,angela featherstone,candace kroslak,drama horror mystery thriller,Soul Survivors
james ivory,seth gilliam,todd boyce,nigel whitmey,biography drama history romance,Jefferson in Paris
stephan elliott,colin firth,kristin scott thomas,kris marshall,comedy romance,Easy Virtue
james fargo,christopher lee,joseph cotten,behrouz vossoughi,action adventure history,Caravans
mike leigh,lesley manville,ruth sheen,karl johnson,biography drama history,Mr. Turner
alain resnais,mathieu amalric,sara forestier,edouard baer,drama romance,Wild Grass
costa-gavras,sebastian koch,mathieu kassovitz,ulrich mühe,biography crime drama war,Amen.
chao-bin su,woo-sung jung,shawn yue,kelly lin,action,Reign of Assassins
neil burger,john heard,katherine lanasa,mark l. young,comedy drama war,The Lucky Ones
kenneth lonergan,matt damon,kieran culkin,john gallagher jr.,drama,Margaret
bo zenga,steve howey,kenan thompson,diora baird,comedy horror,Stan Helsing
rob reiner,madeline carroll,rebecca de mornay,aidan quinn,comedy drama romance,Flipped
ang lee,jake gyllenhaal,heath ledger,anne hathaway,drama romance,Brokeback Mountain
jonathan liebesman,noel fisher,danny woodburn,jeremy howard,action adventure comedy sci-fi,Teenage Mutant Ninja Turtles
amy heckerling,donald faison,dan hedaya,elisa donovan,comedy romance,Clueless
todd haynes,dennis quaid,celia weston,michael gaston,drama romance,Far from Heaven
steve pink,adam scott,gillian jacobs,collette wolfe,comedy sci-fi,Hot Tub Time Machine 2
unknown,krystyna janda,olaf lubaszenko,olgierd lukaszewicz,drama,Dekalog            
philip kaufman,kate winslet,stephen marcus,amelia warner,biography drama,Quills
martin mcdonagh,abbie cornish,gabourey sidibe,michael stuhlbarg,comedy crime,Seven Psychopaths
kasi lemmons,colm feore,tamara tunie,aunjanue ellis,crime drama music mystery thriller,The Caveman's Valentine
unknown,jacek koman,marian dziedziel,jaroslaw boberek,action crime drama thriller,The Border            
oliver hirschbiegel,thomas kretschmann,bruno ganz,alexandra maria lara,biography drama history war,Downfall
alejandro amenábar,belén rueda,lola dueñas,tamar novas,biography drama romance,The Sea Inside
jonathan glazer,scarlett johansson,paul brannigan,alison chand,drama horror sci-fi thriller,Under the Skin
barry levinson,robin williams,j.t. walsh,bruno kirby,biography comedy drama war,"Good Morning, Vietnam"
hyung-rae shim,jason mewes,stephanie danielson,michael rispoli,comedy,The Last Godfather
jon m. chu,usher raymond,sean kingston,boys ii men,documentary music,Justin Bieber: Never Say Never
darren aronofsky,natalie portman,mila kunis,mark margolis,drama thriller,Black Swan
josé padilha,gary oldman,abbie cornish,jennifer ehle,action crime sci-fi thriller,RoboCop
francis ford coppola,robert de niro,al pacino,robert duvall,crime drama,The Godfather: Part II
thomas carter,sean patrick thomas,terry kinney,fredro starr,drama music romance,Save the Last Dance
renny harlin,tuesday knight,rodney eastman,brooke bundy,fantasy horror thriller,A Nightmare on Elm Street 4: The Dream Master
patricia riggen,jennifer garner,brighton sharbino,martin henderson,drama,Miracles from Heaven
danny leiner,jennifer garner,mary lynn rajskub,marla sokoloff,comedy mystery,"Dude, Where's My Car?"
christopher cain,jack palance,patrick wayne,brian keith,action crime drama thriller western,Young Guns
theodore melfi,bill murray,naomi watts,reg e. cathey,comedy drama,St. Vincent
steve pink,joe lo truglio,regina hall,bryan callen,comedy romance,About Last Night
gil junger,joseph gordon-levitt,heath ledger,andrew keegan,comedy drama romance,10 Things I Hate About You
ed decter,zooey deschanel,eddie griffin,gene simmons,comedy,The New Guy
gene quintano,jon lovitz,lin shaye,bill nunn,action comedy crime,Loaded Weapon 1
jaume collet-serra,óscar jaenada,brett cullen,sedona legge,drama horror thriller,The Shallows
eric bress,logan lerman,eric stoltz,cameron bright,sci-fi thriller,The Butterfly Effect
chris koch,chris elliott,mark webber,jean smart,adventure comedy family,Snow Day
preston a. whitmore ii,mekhi phifer,chris brown,loretta devine,comedy drama romance,This Christmas
bob clark,kathleen turner,dom deluise,ruby dee,comedy crime family sci-fi,Baby Geniuses
kirk wong,bokeem woodbine,elliott gould,antonio sabato jr.,action comedy crime thriller,The Big Hit
bronwen hughes,gregory smith,eartha kitt,charlotte sullivan,comedy drama family,Harriet the Spy
john lafia,jenny agutter,beth grant,greg germann,fantasy horror,Child's Play 2
sam miller,leslie bibb,kate del castillo,henry simmons,crime thriller,No Good Deed
frank darabont,toby jones,alexa davalos,jeffrey demunn,horror,The Mist
alex garland,elina alminas,sonoya mizuno,corey johnson,drama mystery sci-fi thriller,Ex Machina
spike jonze,willie garson,orson bean,mary kay place,comedy drama fantasy,Being John Malkovich
mark brown,mo'nique,vivica a. fox,tamala jones,comedy romance,Two Can Play That Game
dave green,teo halm,ella wahlestedt,jason gray-stanford,adventure family sci-fi,Earth to Echo
john stockwell,kirsten dunst,jay hernandez,rolando molina,drama romance,Crazy/Beautiful
clint eastwood,yuki matsuzaki,kazunari ninomiya,shidô nakamura,drama history war,Letters from Iwo Jima
michael polish,j.k. simmons,virginia madsen,bruce dern,adventure drama sci-fi,The Astronaut Farmer
daisy von scherler mayer,ll cool j,jada pinkett smith,dave chappelle,comedy romance,Woo
lenny abrahamson,joan allen,jacob tremblay,cas anvar,drama,Room
bob saget,don rickles,jack warden,traylor howard,comedy,Dirty Work
john waters,kathleen turner,sam waterston,traci lords,comedy crime thriller,Serial Mom
andrew fleming,ryan reynolds,will ferrell,kirsten dunst,comedy,Dick
niels arden oplev,michael nyqvist,david dencik,lena endre,action crime mystery thriller,Del 1 - Män som hatar kvinnor            
craig bolotin,rosario dawson,vanessa williams,robert ri'chard,drama thriller,Light It Up
mark christopher,salma hayek,ellen albertini dow,sela ward,drama music,54
blair hayes,jake gyllenhaal,geoffrey arend,marley shelton,adventure comedy romance sci-fi,Bubble Boy
jez butterworth,mark gatiss,mathieu kassovitz,ben chaplin,comedy crime thriller,Birthday Girl
jon lucas,justin chon,josie loren,sarah wright,comedy,21 & Over
olivier assayas,steve buscemi,miranda richardson,catalina sandino moreno,comedy drama romance,"Paris, je t'aime"
rod lurie,harry lennix,kathryn morris,peter coyote,drama sport,Resurrecting the Champ
paul weitz,tina fey,sarita choudhury,christopher evan welch,comedy drama romance,Admission
patrice leconte,emir kusturica,daniel auteuil,yves jacques,drama romance,The Widow of Saint-Pierre
atom egoyan,liam neeson,meghan heffern,natalie lisinska,drama mystery romance thriller,Chloe
paul mazursky,chazz palminteri,ryan o'neal,paul mazursky,comedy crime drama,Faithful
jim sheridan,natalie portman,jake gyllenhaal,ethan suplee,drama thriller,Brothers
sidney lumet,peter dinklage,vin diesel,alex rocco,biography comedy crime drama,Find Me Guilty
stephen chbosky,logan lerman,ezra miller,kate walsh,drama romance,The Perks of Being a Wallflower
jon hess,burt young,ian gomez,thomas ian griffith,action,Excessive Force
douglas mcgrath,toby jones,isabella rossellini,hope davis,biography crime drama,Infamous
michael winterbottom,milla jovovich,sarah polley,shirley henderson,drama romance western,The Claim
mark neveldine,djimon hounsou,alison lohman,dougray scott,horror thriller,The Vatican Tapes
joe cornish,john boyega,luke treadaway,jodie whittaker,action comedy sci-fi thriller,Attack the Block
angelina jolie pitt,jelena jovanova,nikola djuricko,branko djuric,drama romance war,In the Land of Blood and Honey
brad anderson,michael imperioli,tara platt,roma maffia,crime thriller,The Call
john h. lee,liam neeson,dean dawson,jung-jae lee,action drama history war,Operation Chromite
john stainton,steve irwin,aden young,steve bastoni,action adventure comedy family,The Crocodile Hunter: Collision Course
glenn ficarra,dameon clarke,louis herthum,annie golden,biography comedy crime drama romance,I Love You Phillip Morris
jean-jacques annaud,rae dawn chong,everett mcgill,gary schwartz,adventure drama history,Quest for Fire
denzel washington,denzel washington,kevin connolly,derek luke,biography drama,Antwone Fisher
