director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,combination
bart freundlich,billy crudup,garry shandling,dagmara dominczyk,comedy drama romance,Trust the Man,bart freundlich billy crudup garry shandlingdagmara dominczykcomedy drama romance
andrew fleming,steve coogan,amy poehler,david arquette,comedy music,Hamlet 2,andrew fleming steve coogan amy poehlerdavid arquettecomedy music
todd haynes,christian bale,eddie izzard,janet mcteer,drama music,Velvet Goldmine,todd haynes christian bale eddie izzardjanet mcteerdrama music
hong-jin na,jung-min hwang,jun kunimura,woo-hee chun,fantasy horror mystery thriller,The Wailing,hong-jin na jung-min hwang jun kunimurawoo-hee chunfantasy horror mystery thriller
kevin tancharoen,lea michele,heather morris,kevin mchale,documentary music,Glee: The 3D Concert Movie,kevin tancharoen lea michele heather morriskevin mchaledocumentary music
chatrichalerm yukol,sarunyu wongkrachang,chatchai plengpanich,mai charoenpura,action adventure drama history war,The Legend of Suriyothai,chatrichalerm yukol sarunyu wongkrachang chatchai plengpanichmai charoenpuraaction adventure drama history war
dario argento,john amos,adrienne barbeau,sally kirkland,horror,Two Evil Eyes,dario argento john amos adrienne barbeausally kirklandhorror
eric lavaine,lambert wilson,julie engelbrecht,lionel abelanski,comedy,Barbecue,eric lavaine lambert wilson julie engelbrechtlionel abelanskicomedy
mike leigh,lesley manville,ruth sheen,gary mcdonald,drama,All or Nothing,mike leigh lesley manville ruth sheengary mcdonalddrama
marc forby,q'orianka kilcher,will patton,shaun evans,drama,Princess Kaiulani,marc forby q'orianka kilcher will pattonshaun evansdrama
peter cattaneo,jacqueline mckenzie,vince colosimo,peter callan,drama family,Opal Dream,peter cattaneo jacqueline mckenzie vince colosimopeter callandrama family
scott mann,robert de niro,joshua mikel,d.b. sweeney,action crime thriller,Heist,scott mann robert de niro joshua mikeld.b. sweeneyaction crime thriller
ole christian madsen,lars mikkelsen,thure lindhardt,christian berkel,drama history thriller war,Flame and Citron,ole christian madsen lars mikkelsen thure lindhardtchristian berkeldrama history thriller war
meiert avis,fisher stevens,kip pardue,perrey reeves,comedy music romance,Undiscovered,meiert avis fisher stevens kip pardueperrey reevescomedy music romance
julian jarrold,andrew garfield,warren clarke,john henshaw,crime drama mystery thriller,Red Riding: In the Year of Our Lord 1974,julian jarrold andrew garfield warren clarkejohn henshawcrime drama mystery thriller
andré téchiné,catherine deneuve,ronit elkabetz,émilie dequenne,drama,The Girl on the Train,andré téchiné catherine deneuve ronit elkabetzémilie dequennedrama
emily young,sarah michelle gellar,erika christensen,jonathan tucker,drama romance,Veronika Decides to Die,emily young sarah michelle gellar erika christensenjonathan tuckerdrama romance
peter faiman,paul hogan,linda kozlowski,david gulpilil,adventure comedy,Crocodile Dundee,peter faiman paul hogan linda kozlowskidavid gulpililadventure comedy
martyn pick,sean pertwee,steven waddington,donald sumpter,action animation fantasy horror mystery sci-fi thriller,"Ultramarines: A Warhammer 40,000 Movie",martyn pick sean pertwee steven waddingtondonald sumpteraction animation fantasy horror mystery sci-fi thriller
roland suso richter,stephen graham,sarah polley,stephen rea,mystery sci-fi thriller,The I Inside,roland suso richter stephen graham sarah polleystephen reamystery sci-fi thriller
jeremy sims,harrison gilbertson,gyton grantley,steve le marquand,drama history war,Beneath Hill 60,jeremy sims harrison gilbertson gyton grantleysteve le marquanddrama history war
maïwenn,riccardo scamarcio,maïwenn,karin viard,crime drama,Polisse,maïwenn riccardo scamarcio maïwennkarin viardcrime drama
joby harold,hayden christensen,fisher stevens,denis o'hare,crime mystery thriller,Awake,joby harold hayden christensen fisher stevensdenis o'harecrime mystery thriller
unknown,dee bradley baker,james arnold taylor,tom kane,action adventure animation drama fantasy sci-fi,Star Wars: The Clone Wars            ,unknown dee bradley baker james arnold taylortom kaneaction adventure animation drama fantasy sci-fi
ekachai uekrongtham,michael jai white,mike dopud,celina jade,action crime thriller,Skin Trade,ekachai uekrongtham michael jai white mike dopudcelina jadeaction crime thriller
joel schumacher,dianne wiest,jami gertz,jason patric,comedy fantasy horror,The Lost Boys,joel schumacher dianne wiest jami gertzjason patriccomedy fantasy horror
scott cooper,jeff bridges,beth grant,debrianna mansini,drama music romance,Crazy Heart,scott cooper jeff bridges beth grantdebrianna mansinidrama music romance
mark rydell,david keith,frederic forrest,alan bates,drama music romance,The Rose,mark rydell david keith frederic forrestalan batesdrama music romance
david e. talbert,djimon hounsou,christina milian,boris kodjoe,comedy,Baggage Claim,david e. talbert djimon hounsou christina milianboris kodjoecomedy
roger vadim,jane fonda,david hemmings,milo o'shea,adventure comedy fantasy sci-fi,Barbarella,roger vadim jane fonda david hemmingsmilo o'sheaadventure comedy fantasy sci-fi
nils gaup,bjørn sundquist,louisa milwood-haigh,stian smestad,adventure family,Shipwrecked,nils gaup bjørn sundquist louisa milwood-haighstian smestadadventure family
alexander payne,matthew broderick,chris klein,molly hagan,comedy drama,Election,alexander payne matthew broderick chris kleinmolly hagancomedy drama
mira nair,jacinda barrett,brooke smith,tabu,drama,The Namesake,mira nair jacinda barrett brooke smithtabudrama
ari sandel,bella thorne,romany malco,skyler samuels,comedy,The DUFF,ari sandel bella thorne romany malcoskyler samuelscomedy
vondie curtis-hall,mariah carey,max beesley,valarie pettiford,drama music romance,Glitter,vondie curtis-hall mariah carey max beesleyvalarie pettiforddrama music romance
tom elkins,abigail spencer,cicely tyson,brad james,drama horror mystery thriller,The Haunting in Connecticut 2: Ghosts of Georgia,tom elkins abigail spencer cicely tysonbrad jamesdrama horror mystery thriller
woo-suk kang,yu-mi jeong,sung-kee ahn,kyung-gu sol,action drama,Silmido,woo-suk kang yu-mi jeong sung-kee ahnkyung-gu solaction drama
jane campion,abbie cornish,paul schneider,samuel roukin,biography drama romance,Bright Star,jane campion abbie cornish paul schneidersamuel roukinbiography drama romance
karan johar,shah rukh khan,jimmy shergill,christopher b. duncan,adventure drama thriller,My Name Is Khan,karan johar shah rukh khan jimmy shergillchristopher b. duncanadventure drama thriller
herbert ross,dianne wiest,chris penn,lori singer,drama music romance,Footloose,herbert ross dianne wiest chris pennlori singerdrama music romance
j.c. chandor,robert redford,unknown,unknown,action adventure drama,All Is Lost,j.c. chandor robert redford unknownunknownaction adventure drama
john sayles,mary elizabeth mastrantonio,casey siemaszko,vanessa martinez,adventure drama thriller,Limbo,john sayles mary elizabeth mastrantonio casey siemaszkovanessa martinezadventure drama thriller
vipul amrutlal shah,katrina kaif,clive standen,riteish deshmukh,comedy drama romance,Namastey London,vipul amrutlal shah katrina kaif clive standenriteish deshmukhcomedy drama romance
ken loach,padraic delaney,orla fitzgerald,martin lucey,drama war,The Wind That Shakes the Barley,ken loach padraic delaney orla fitzgeraldmartin luceydrama war
ayan mukerji,ranbir kapoor,madhuri dixit,aditya roy kapoor,comedy drama musical romance,Yeh Jawaani Hai Deewani,ayan mukerji ranbir kapoor madhuri dixitaditya roy kapoorcomedy drama musical romance
john g. avildsen,martin kove,william zabka,william bassett,action drama family sport,The Karate Kid,john g. avildsen martin kove william zabkawilliam bassettaction drama family sport
mervyn leroy,peter ustinov,deborah kerr,robert taylor,biography drama history romance,Quo Vadis,mervyn leroy peter ustinov deborah kerrrobert taylorbiography drama history romance
darren lynn bousman,alexa penavega,paris hilton,paul sorvino,horror musical sci-fi,Repo! The Genetic Opera,darren lynn bousman alexa penavega paris hiltonpaul sorvinohorror musical sci-fi
serdar akar,necati sasmaz,bergüzar korel,ghassan massoud,action adventure,Valley of the Wolves: Iraq,serdar akar necati sasmaz bergüzar korelghassan massoudaction adventure
quentin tarantino,bruce willis,eric stoltz,phil lamarr,crime drama,Pulp Fiction,quentin tarantino bruce willis eric stoltzphil lamarrcrime drama
james frawley,madeline kahn,jim henson,dom deluise,adventure comedy family musical,The Muppet Movie,james frawley madeline kahn jim hensondom deluiseadventure comedy family musical
dan gilroy,jake gyllenhaal,michael papajohn,james huang,crime drama thriller,Nightcrawler,dan gilroy jake gyllenhaal michael papajohnjames huangcrime drama thriller
jay chandrasekhar,brittany daniel,lindsay price,jay chandrasekhar,comedy horror thriller,Club Dread,jay chandrasekhar brittany daniel lindsay pricejay chandrasekharcomedy horror thriller
robert wise,eleanor parker,angela cartwright,nicholas hammond,biography drama family musical romance,The Sound of Music,robert wise eleanor parker angela cartwrightnicholas hammondbiography drama family musical romance
ron howard,tom hanks,howard morris,patrick cronin,comedy fantasy romance,Splash,ron howard tom hanks howard morrispatrick cronincomedy fantasy romance
jonathan dayton,steve carell,steven christopher parker,jill talley,comedy drama,Little Miss Sunshine,jonathan dayton steve carell steven christopher parkerjill talleycomedy drama
rob reiner,marshall bell,frances lee mccain,casey siemaszko,adventure drama,Stand by Me,rob reiner marshall bell frances lee mccaincasey siemaszkoadventure drama
danny boyle,noah huntley,megan burns,david schneider,drama horror sci-fi thriller,28 Days Later...,danny boyle noah huntley megan burnsdavid schneiderdrama horror sci-fi thriller
chris stokes,jennifer freeman,marques houston,steve harvey,drama music,You Got Served,chris stokes jennifer freeman marques houstonsteve harveydrama music
don siegel,clint eastwood,patrick mcgoohan,fred ward,biography crime drama,Escape from Alcatraz,don siegel clint eastwood patrick mcgoohanfred wardbiography crime drama
rick famuyiwa,boris kodjoe,sanaa lathan,wendell pierce,comedy drama music romance,Brown Sugar,rick famuyiwa boris kodjoe sanaa lathanwendell piercecomedy drama music romance
martin lawrence,faizon love,lynn whitfield,della reese,comedy crime drama romance thriller,A Thin Line Between Love and Hate,martin lawrence faizon love lynn whitfielddella reesecomedy crime drama romance thriller
jonathan levine,joseph gordon-levitt,anna kendrick,bryce dallas howard,comedy drama romance,50/50,jonathan levine joseph gordon-levitt anna kendrickbryce dallas howardcomedy drama romance
masayuki ochiai,james kyson,david denman,daisy betts,horror mystery thriller,Shutter,masayuki ochiai james kyson david denmandaisy bettshorror mystery thriller
george a. romero,ted danson,hal holbrook,adrienne barbeau,comedy fantasy horror,Creepshow,george a. romero ted danson hal holbrookadrienne barbeaucomedy fantasy horror
tom gormican,mackenzie davis,lola glaudini,josh pais,comedy romance,That Awkward Moment,tom gormican mackenzie davis lola glaudinijosh paiscomedy romance
ken shapiro,brian doyle-murray,dabney coleman,mary kay place,comedy fantasy sci-fi,Modern Problems,ken shapiro brian doyle-murray dabney colemanmary kay placecomedy fantasy sci-fi
justin tipping,tina gilton,natalie stephany aguilar,justin hall,adventure,Kicks,justin tipping tina gilton natalie stephany aguilarjustin halladventure
kenneth branagh,keanu reeves,denzel washington,brian blessed,comedy drama romance,Much Ado About Nothing,kenneth branagh keanu reeves denzel washingtonbrian blessedcomedy drama romance
peter r. hunt,telly savalas,george lazenby,desmond llewelyn,action adventure thriller,On Her Majesty's Secret Service,peter r. hunt telly savalas george lazenbydesmond llewelynaction adventure thriller
unknown,nick wechsler,philip winchester,jeff marlow,action crime drama thriller,The Player            ,unknown nick wechsler philip winchesterjeff marlowaction crime drama thriller
wes craven,miko hughes,heather langenkamp,tracy middendorf,fantasy horror mystery thriller,New Nightmare,wes craven miko hughes heather langenkamptracy middendorffantasy horror mystery thriller
john schultz,stephen collins,mark webber,keri lynn pratt,comedy drama romance,Drive Me Crazy,john schultz stephen collins mark webberkeri lynn prattcomedy drama romance
doug atchison,curtis armstrong,sean michael afable,tzi ma,drama,Akeelah and the Bee,doug atchison curtis armstrong sean michael afabletzi madrama
tamra davis,dave chappelle,harland williams,clarence williams iii,comedy crime,Half Baked,tamra davis dave chappelle harland williamsclarence williams iiicomedy crime
jonas elmer,j.k. simmons,frances conroy,harry connick jr.,comedy romance,New in Town,jonas elmer j.k. simmons frances conroyharry connick jr.comedy romance
stephen gaghan,matt damon,amr waked,kayvan novak,drama thriller,Syriana,stephen gaghan matt damon amr wakedkayvan novakdrama thriller
mary harron,christian bale,justin theroux,samantha mathis,crime drama,American Psycho,mary harron christian bale justin therouxsamantha mathiscrime drama
miguel arteta,jake gyllenhaal,zooey deschanel,tim blake nelson,drama romance,The Good Girl,miguel arteta jake gyllenhaal zooey deschaneltim blake nelsondrama romance
erik canuel,colm feore,richard howland,sarain boylan,action comedy crime thriller,Bon Cop Bad Cop,erik canuel colm feore richard howlandsarain boylanaction comedy crime thriller
troy duffy,norman reedus,julie benz,clifton collins jr.,action crime thriller,The Boondock Saints II: All Saints Day,troy duffy norman reedus julie benzclifton collins jr.action crime thriller
