director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,combination
kriv stenders,noah taylor,keisha castle-hughes,luke ford,biography comedy drama family romance,red dog,kriv stenders noah taylor keisha castle-hughesluke fordbiography comedy drama family romance
yash chopra,shah rukh khan,katrina kaif,vic waghorn,drama romance,jab tak hai jaan,yash chopra shah rukh khan katrina kaifvic waghorndrama romance
ridley scott,tom skerritt,yaphet kotto,bolaji badejo,horror sci-fi,alien,ridley scott tom skerritt yaphet kottobolaji badejohorror sci-fi
floria sigismondi,kristen stewart,scout taylor-compton,johnny lewis,biography drama music,the runaways,floria sigismondi kristen stewart scout taylor-comptonjohnny lewisbiography drama music
norman jewison,topol,paul michael glaser,rosalind harris,drama family musical romance,fiddler on the roof,norman jewison topol paul michael glaserrosalind harrisdrama family musical romance
terence young,desmond llewelyn,earl cameron,lois maxwell,action adventure thriller,thunderball,terence young desmond llewelyn earl cameronlois maxwellaction adventure thriller
joseph kahn,josh hutcherson,shanley caswell,parker bagley,comedy horror sci-fi,detention,joseph kahn josh hutcherson shanley caswellparker bagleycomedy horror sci-fi
ferzan ozpetek,riccardo scamarcio,alessandro preziosi,lunetta savino,comedy drama romance,loose cannons,ferzan ozpetek riccardo scamarcio alessandro preziosilunetta savinocomedy drama romance
f. gary gray,vivica a. fox,jada pinkett smith,blair underwood,action crime drama romance thriller,set it off,f. gary gray vivica a. fox jada pinkett smithblair underwoodaction crime drama romance thriller
malcolm d. lee,harold perrineau,sanaa lathan,jarrod bunch,comedy drama,the best man,malcolm d. lee harold perrineau sanaa lathanjarrod bunchcomedy drama
tom holland,catherine hicks,alex vincent,dinah manoff,fantasy horror,child's play,tom holland catherine hicks alex vincentdinah manofffantasy horror
michael moore,michael moore,tucker albrizzi,bill clinton,documentary drama,sicko,michael moore michael moore tucker albrizzibill clintondocumentary drama
james demonaco,noel gugliemi,zach gilford,roberta valderrama,action horror sci-fi thriller,the purge: anarchy,james demonaco noel gugliemi zach gilfordroberta valderramaaction horror sci-fi thriller
kris isacsson,rosario dawson,lauren german,shawn hatosy,comedy drama romance,down to you,kris isacsson rosario dawson lauren germanshawn hatosycomedy drama romance
danny leiner,ethan embry,fred willard,paula garcés,adventure comedy,harold & kumar go to white castle,danny leiner ethan embry fred willardpaula garcésadventure comedy
rod lurie,jeff bridges,gary oldman,william petersen,drama thriller,the contender,rod lurie jeff bridges gary oldmanwilliam petersendrama thriller
ben younger,vin diesel,nia long,herbert russell,crime drama thriller,boiler room,ben younger vin diesel nia longherbert russellcrime drama thriller
john landis,don ameche,denholm elliott,ralph bellamy,comedy,trading places,john landis don ameche denholm elliottralph bellamycomedy
glen morgan,oliver hudson,crystal lowe,andrea martin,horror,black christmas,glen morgan oliver hudson crystal loweandrea martinhorror
daniel taplitz,jennifer esposito,tate taylor,patrick cranshaw,comedy romance,breakin' all the rules,daniel taplitz jennifer esposito tate taylorpatrick cranshawcomedy romance
kenneth branagh,brian blessed,derek jacobi,danny webb,action biography drama history romance war,henry v,kenneth branagh brian blessed derek jacobidanny webbaction biography drama history romance war
tamara jenkins,philip seymour hoffman,david zayas,gbenga akinnagbe,comedy drama,the savages,tamara jenkins philip seymour hoffman david zayasgbenga akinnagbecomedy drama
linda mendoza,carlos ponce,freddy rodríguez,maria conchita alonso,comedy romance,chasing papi,linda mendoza carlos ponce freddy rodríguezmaria conchita alonsocomedy romance
christopher mcquarrie,kristin lehman,nicky katt,dylan kussman,action crime drama thriller,the way of the gun,christopher mcquarrie kristin lehman nicky kattdylan kussmanaction crime drama thriller
burr steers,kieran culkin,rory culkin,bill irwin,comedy drama,igby goes down,burr steers kieran culkin rory culkinbill irwincomedy drama
hart bochner,jon favreau,matt ross,chris young,comedy,pcu,hart bochner jon favreau matt rosschris youngcomedy
michael o. sajbel,bill cobbs,drew fuller,mircea monroe,drama family romance,the ultimate gift,michael o. sajbel bill cobbs drew fullermircea monroedrama family romance
unknown,ronn moss,katherine kelly lang,hunter tylo,drama romance,the bold and the beautiful            ,unknown ronn moss katherine kelly langhunter tylodrama romance
stewart raffill,anjelica huston,john carradine,robert urich,action adventure comedy romance sci-fi,the ice pirates,stewart raffill anjelica huston john carradinerobert urichaction adventure comedy romance sci-fi
davis guggenheim,emma bell,john doman,carly schroeder,biography drama sport,gracie,davis guggenheim emma bell john domancarly schroederbiography drama sport
bart freundlich,billy crudup,garry shandling,dagmara dominczyk,comedy drama romance,trust the man,bart freundlich billy crudup garry shandlingdagmara dominczykcomedy drama romance
andrew fleming,steve coogan,amy poehler,david arquette,comedy music,hamlet 2,andrew fleming steve coogan amy poehlerdavid arquettecomedy music
todd haynes,christian bale,eddie izzard,janet mcteer,drama music,velvet goldmine,todd haynes christian bale eddie izzardjanet mcteerdrama music
hong-jin na,jung-min hwang,jun kunimura,woo-hee chun,fantasy horror mystery thriller,the wailing,hong-jin na jung-min hwang jun kunimurawoo-hee chunfantasy horror mystery thriller
kevin tancharoen,lea michele,heather morris,kevin mchale,documentary music,glee: the 3d concert movie,kevin tancharoen lea michele heather morriskevin mchaledocumentary music
chatrichalerm yukol,sarunyu wongkrachang,chatchai plengpanich,mai charoenpura,action adventure drama history war,the legend of suriyothai,chatrichalerm yukol sarunyu wongkrachang chatchai plengpanichmai charoenpuraaction adventure drama history war
dario argento,john amos,adrienne barbeau,sally kirkland,horror,two evil eyes,dario argento john amos adrienne barbeausally kirklandhorror
eric lavaine,lambert wilson,julie engelbrecht,lionel abelanski,comedy,barbecue,eric lavaine lambert wilson julie engelbrechtlionel abelanskicomedy
mike leigh,lesley manville,ruth sheen,gary mcdonald,drama,all or nothing,mike leigh lesley manville ruth sheengary mcdonalddrama
marc forby,q'orianka kilcher,will patton,shaun evans,drama,princess kaiulani,marc forby q'orianka kilcher will pattonshaun evansdrama
peter cattaneo,jacqueline mckenzie,vince colosimo,peter callan,drama family,opal dream,peter cattaneo jacqueline mckenzie vince colosimopeter callandrama family
scott mann,robert de niro,joshua mikel,d.b. sweeney,action crime thriller,heist,scott mann robert de niro joshua mikeld.b. sweeneyaction crime thriller
ole christian madsen,lars mikkelsen,thure lindhardt,christian berkel,drama history thriller war,flame and citron,ole christian madsen lars mikkelsen thure lindhardtchristian berkeldrama history thriller war
meiert avis,fisher stevens,kip pardue,perrey reeves,comedy music romance,undiscovered,meiert avis fisher stevens kip pardueperrey reevescomedy music romance
julian jarrold,andrew garfield,warren clarke,john henshaw,crime drama mystery thriller,red riding: in the year of our lord 1974,julian jarrold andrew garfield warren clarkejohn henshawcrime drama mystery thriller
andré téchiné,catherine deneuve,ronit elkabetz,émilie dequenne,drama,the girl on the train,andré téchiné catherine deneuve ronit elkabetzémilie dequennedrama
emily young,sarah michelle gellar,erika christensen,jonathan tucker,drama romance,veronika decides to die,emily young sarah michelle gellar erika christensenjonathan tuckerdrama romance
peter faiman,paul hogan,linda kozlowski,david gulpilil,adventure comedy,crocodile dundee,peter faiman paul hogan linda kozlowskidavid gulpililadventure comedy
martyn pick,sean pertwee,steven waddington,donald sumpter,action animation fantasy horror mystery sci-fi thriller,"ultramarines: a warhammer 40,000 movie",martyn pick sean pertwee steven waddingtondonald sumpteraction animation fantasy horror mystery sci-fi thriller
roland suso richter,stephen graham,sarah polley,stephen rea,mystery sci-fi thriller,the i inside,roland suso richter stephen graham sarah polleystephen reamystery sci-fi thriller
jeremy sims,harrison gilbertson,gyton grantley,steve le marquand,drama history war,beneath hill 60,jeremy sims harrison gilbertson gyton grantleysteve le marquanddrama history war
maïwenn,riccardo scamarcio,maïwenn,karin viard,crime drama,polisse,maïwenn riccardo scamarcio maïwennkarin viardcrime drama
joby harold,hayden christensen,fisher stevens,denis o'hare,crime mystery thriller,awake,joby harold hayden christensen fisher stevensdenis o'harecrime mystery thriller
unknown,dee bradley baker,james arnold taylor,tom kane,action adventure animation drama fantasy sci-fi,star wars: the clone wars            ,unknown dee bradley baker james arnold taylortom kaneaction adventure animation drama fantasy sci-fi
ekachai uekrongtham,michael jai white,mike dopud,celina jade,action crime thriller,skin trade,ekachai uekrongtham michael jai white mike dopudcelina jadeaction crime thriller
joel schumacher,dianne wiest,jami gertz,jason patric,comedy fantasy horror,the lost boys,joel schumacher dianne wiest jami gertzjason patriccomedy fantasy horror
scott cooper,jeff bridges,beth grant,debrianna mansini,drama music romance,crazy heart,scott cooper jeff bridges beth grantdebrianna mansinidrama music romance
mark rydell,david keith,frederic forrest,alan bates,drama music romance,the rose,mark rydell david keith frederic forrestalan batesdrama music romance
david e. talbert,djimon hounsou,christina milian,boris kodjoe,comedy,baggage claim,david e. talbert djimon hounsou christina milianboris kodjoecomedy
roger vadim,jane fonda,david hemmings,milo o'shea,adventure comedy fantasy sci-fi,barbarella,roger vadim jane fonda david hemmingsmilo o'sheaadventure comedy fantasy sci-fi
nils gaup,bjørn sundquist,louisa milwood-haigh,stian smestad,adventure family,shipwrecked,nils gaup bjørn sundquist louisa milwood-haighstian smestadadventure family
alexander payne,matthew broderick,chris klein,molly hagan,comedy drama,election,alexander payne matthew broderick chris kleinmolly hagancomedy drama
mira nair,jacinda barrett,brooke smith,tabu,drama,the namesake,mira nair jacinda barrett brooke smithtabudrama
ari sandel,bella thorne,romany malco,skyler samuels,comedy,the duff,ari sandel bella thorne romany malcoskyler samuelscomedy
vondie curtis-hall,mariah carey,max beesley,valarie pettiford,drama music romance,glitter,vondie curtis-hall mariah carey max beesleyvalarie pettiforddrama music romance
tom elkins,abigail spencer,cicely tyson,brad james,drama horror mystery thriller,the haunting in connecticut 2: ghosts of georgia,tom elkins abigail spencer cicely tysonbrad jamesdrama horror mystery thriller
woo-suk kang,yu-mi jeong,sung-kee ahn,kyung-gu sol,action drama,silmido,woo-suk kang yu-mi jeong sung-kee ahnkyung-gu solaction drama
jane campion,abbie cornish,paul schneider,samuel roukin,biography drama romance,bright star,jane campion abbie cornish paul schneidersamuel roukinbiography drama romance
karan johar,shah rukh khan,jimmy shergill,christopher b. duncan,adventure drama thriller,my name is khan,karan johar shah rukh khan jimmy shergillchristopher b. duncanadventure drama thriller
herbert ross,dianne wiest,chris penn,lori singer,drama music romance,footloose,herbert ross dianne wiest chris pennlori singerdrama music romance
j.c. chandor,robert redford,unknown,unknown,action adventure drama,all is lost,j.c. chandor robert redford unknownunknownaction adventure drama
john sayles,mary elizabeth mastrantonio,casey siemaszko,vanessa martinez,adventure drama thriller,limbo,john sayles mary elizabeth mastrantonio casey siemaszkovanessa martinezadventure drama thriller
vipul amrutlal shah,katrina kaif,clive standen,riteish deshmukh,comedy drama romance,namastey london,vipul amrutlal shah katrina kaif clive standenriteish deshmukhcomedy drama romance
ken loach,padraic delaney,orla fitzgerald,martin lucey,drama war,the wind that shakes the barley,ken loach padraic delaney orla fitzgeraldmartin luceydrama war
ayan mukerji,ranbir kapoor,madhuri dixit,aditya roy kapoor,comedy drama musical romance,yeh jawaani hai deewani,ayan mukerji ranbir kapoor madhuri dixitaditya roy kapoorcomedy drama musical romance
john g. avildsen,martin kove,william zabka,william bassett,action drama family sport,the karate kid,john g. avildsen martin kove william zabkawilliam bassettaction drama family sport
mervyn leroy,peter ustinov,deborah kerr,robert taylor,biography drama history romance,quo vadis,mervyn leroy peter ustinov deborah kerrrobert taylorbiography drama history romance
